,Prk@Avg,Acc
0.1,0.4666666666666666,0.25
0.2,0.4666666666666666,0.25
0.30000000000000004,0.5333333333333333,0.75
0.4,0.31666666666666665,0.7424242424242424
0.5,0.31666666666666665,0.7424242424242424
0.6,0.9,0.75
0.7000000000000001,0.5833333333333333,0.9924242424242424
0.8,0.9,0.75
0.9,0.7333333333333333,0.5
1.0,0.4666666666666666,0.25
